type,Tau_PT_sum,Tau_PT_dif,Tau_PT_1,Tau_PT_2,Tau_Mass_sum,Tau_Mass_dif,Tau_Mass_1,Tau_Mass_2,Tau_Ener_sum,Tau_Ener_1,Tau_Ener_2,Tau_Eta_dif,Tau_Eta_1,Tau_Eta_2,Tau_Phi_dif,Tau_Phi_1,Tau_Phi_2,Miss_MET,Jet_PT_sum,Jet_PT_dif,Jet_PT_1,Jet_PT_2,Jet_Mass_sum,Jet_Mass_dif,Jet_Mass_1,Jet_Mass_2,Jet_Ener_sum,Jet_Ener_1,Jet_Ener_2,Jet_Eta_dif,Jet_Eta_1,Jet_Eta_2,Jet_Phi_dif,Jet_Phi_1,Jet_Phi_2
1,203.262,69.402,136.332,66.9298,26.8768,16.7925,21.8346,5.04214,294.159,222.245,71.9136,0.687856,1.06462,0.37676,-0.426922,2.42285,2.84977,56.7007,222.931,67.5547,145.243,77.688,34.7584,13.4009,24.0797,10.6787,914.754,710.882,203.872,3.88805,2.27006,-1.618,-1.00064,-0.495499,0.50514
1,520.738,405.927,463.333,57.4051,7.29059,-3.25287,2.01886,5.27173,738.94,499.274,239.666,2.49871,0.391356,-2.10735,5.02688,2.06835,-2.95853,87.8305,539.268,332.023,435.645,103.623,56.6667,38.5101,47.5884,9.07833,1827.58,625.638,1201.94,4.04109,0.898899,-3.14219,1.24625,-0.59401,-1.84026
1,162.227,87.0829,124.655,37.5722,6.51354,-0.8472,2.83317,3.68037,175.049,135.393,39.6558,0.0938584,0.411583,0.317725,1.22938,1.3488,0.119423,41.8761,190.178,17.3443,103.761,86.4169,35.4137,10.3408,22.8772,12.5365,1204.84,349.704,855.136,-4.86568,-1.88312,2.98255,1.39163,-1.71236,-3.10398
1,228.673,141.083,184.878,43.7949,3.81688,3.81688,3.81688,0,253.868,204.43,49.438,0.957882,0.455532,-0.50235,-3.18525,-1.07982,2.10543,160.542,269.266,37.3087,153.288,115.979,36.3809,12.4762,24.4285,11.9523,1049.12,263.744,785.374,-3.73305,-1.13277,2.60028,-3.42496,-0.665483,2.75947
1,287.454,98.7594,193.107,94.3474,41.3213,-14.3331,13.4941,27.8272,721.842,587.455,134.387,0.916887,1.77725,0.860359,-4.07269,-1.46671,2.60597,192.698,355.581,49.6345,202.608,152.973,49.2135,9.71228,29.4629,19.7506,1754,1012.85,741.152,4.55171,2.29181,-2.2599,2.19631,0.788363,-1.40795
1,147.107,48.0783,97.5926,49.5143,20.813,19.0378,19.9254,0.887602,317.807,234.967,82.8402,0.418283,1.5216,1.10332,3.31609,1.33625,-1.97984,98.144,336.994,58.3327,197.663,139.331,18.3846,18.3845,18.3846,1.52588e-05,1414.73,212.187,1202.55,-3.21566,-0.370542,2.84512,2.48935,0.824569,-1.66478
1,201.717,136.002,168.859,32.8572,2.06073,1.1882,1.62447,0.436264,239.506,206.068,33.4378,0.464917,0.652179,0.187261,-1.69305,1.16457,2.85763,119.876,301.986,18.4395,160.213,141.773,20.9433,-0.890317,10.0265,10.9168,1940.32,1291.98,648.343,-4.97769,-2.77668,2.20102,1.57854,-0.542787,-2.12132
1,79.0158,6.49751,42.7567,36.2592,3.52632,-3.52632,-6.7435e-07,3.52632,243.062,48.9764,194.086,-1.82869,0.533053,2.36175,6.17535,3.13747,-3.03789,54.3937,197.407,36.054,116.731,80.6766,21.7819,5.44895,13.6154,8.16647,1476.76,483.573,993.19,-5.30111,-2.09917,3.20193,-1.96377,0.16787,2.13164
1,139.959,21.9736,80.9665,58.9929,5.19038,3.02353,4.10696,1.08342,157.853,85.0434,72.8097,0.983714,0.31219,-0.671525,3.9829,3.12118,-0.861713,88.0173,363.219,16.1254,189.672,173.547,28.1394,0.0548983,14.0971,14.0422,1203.51,461.902,741.611,3.66895,1.53759,-2.13136,-2.95673,-0.0800071,2.87672
1,316.077,174.746,245.411,70.6652,4.79012,-3.51507,0.637523,4.1526,1022.56,656.799,365.764,0.686949,-1.6407,-2.32765,-3.7443,-2.82831,0.915991,79.3425,196.484,10.8633,103.674,92.8104,27.1773,-8.12556,9.52588,17.6514,1567.28,702.904,864.379,5.52304,2.60154,-2.92149,-0.391049,-0.0921665,0.298882
1,230.192,95.0169,162.605,67.5877,2.66069,0.0917115,1.3762,1.28449,285.891,204.044,81.8468,-1.33798,-0.699542,0.638443,-2.46108,-0.747898,1.71318,59.8156,166.876,62.9641,114.92,51.956,17.3039,3.72718,10.5155,6.78835,875.311,469.57,405.741,-4.82934,-2.08515,2.7442,5.70919,2.96961,-2.73958
1,223.083,63.8638,143.473,79.6095,2.36157,0.663017,1.51229,0.849276,274.272,156.454,117.817,-1.36635,-0.422122,0.944228,-0.129817,-1.1743,-1.04448,117.43,449.962,328.373,389.168,60.7945,64.3593,46.1547,55.257,9.10229,3038.18,406.435,2631.75,-4.72349,-0.262576,4.46091,3.01018,2.29814,-0.712039
1,184.243,106.775,145.509,38.7342,8.34322,5.24951,6.79637,1.54685,230.92,161.24,69.6801,-0.733061,0.458838,1.1919,-1.4888,0.0364396,1.52524,80.0146,261.762,101.049,181.406,80.3569,25.5164,9.75967,17.6381,7.87839,1463.09,311.315,1151.78,-4.48739,-1.1329,3.35449,-4.66864,-2.14134,2.5273
1,149.119,52.1557,100.637,48.4818,4.11231,1.11987,2.61609,1.49622,160.894,101.426,59.4677,0.538126,-0.122422,-0.660548,-4.55711,-1.73202,2.82509,129.748,204.325,81.5942,142.96,61.3654,49.8283,19.3206,34.5745,15.2539,539.568,416.726,122.842,-3.03755,-1.72853,1.30902,0.364325,1.10535,0.741025
1,404.555,32.5403,218.547,186.007,1.3327,-1.33269,3.8147e-06,1.3327,500.345,279.794,220.551,0.131834,0.732189,0.600354,-2.39763,-0.535052,1.86257,47.7116,417.038,76.1018,246.57,170.468,70.7164,36.7877,53.752,16.9644,1230.84,910.667,320.174,-3.22095,-1.97901,1.24194,-4.3266,-1.53955,2.78705
1,121.281,52.8412,87.0611,34.2199,6.3222,4.38612,5.35416,0.968037,144.196,109.884,34.3115,-0.774692,-0.707183,0.0675088,0.480678,-0.882765,-1.36344,42.806,493.254,177.51,335.382,157.872,32.4624,-2.27878,15.0918,17.3706,2056.52,1769.35,287.174,-3.55044,-2.3471,1.20334,-2.36301,0.361199,2.72421
1,213.208,161.556,187.382,25.8258,25.0221,12.939,18.9806,6.04155,277.192,222.61,54.5822,1.9703,0.597178,-1.37312,3.42128,0.62206,-2.79922,37.6012,337.901,40.6328,189.267,148.634,31.9686,3.9533,17.961,14.0077,1214.82,921.836,292.988,-3.56429,-2.26545,1.29884,3.22804,1.18641,-2.04164
1,217.771,111.891,164.831,52.9399,14.7938,14.7938,14.7938,0,382.008,308.659,73.3494,-2.09077,-1.23869,0.85208,-4.35676,-1.52171,2.83505,90.5419,638.248,39.616,338.932,299.316,128.814,48.7229,88.7683,40.0454,2133.92,1007.03,1126.89,-3.74845,-1.74836,2.00009,-1.71568,0.612678,2.32836
1,222.234,4.26189,113.248,108.986,11.4078,3.01291,7.21036,4.19745,265.215,127.022,138.193,-0.231155,0.484766,0.715921,1.08251,-0.0117293,-1.09423,149.072,421.904,17.4503,219.677,202.227,34.9445,7.07452,21.0095,13.935,1786.88,939.903,846.975,-4.24328,-2.13256,2.11072,-2.96239,-1.14973,1.81266
1,431.036,7.91168,219.474,211.562,8.97194,2.17779,5.57486,3.39707,589.375,234.769,354.607,-1.47603,-0.370409,1.10563,2.55454,1.19253,-1.36201,135.941,425.123,58.5768,241.85,183.273,39.9276,-0.136446,19.8956,20.032,1735.3,1395.87,339.437,3.66334,2.43841,-1.22493,-2.19674,0.834098,3.03084
1,270.99,8.22536,139.608,131.382,3.52477,-1.16347,1.18065,2.34412,473.947,231.443,242.504,0.130974,-1.09193,-1.2229,-0.537948,-1.30034,-0.762395,20.6256,257.597,30.3443,143.97,113.626,21.8448,-5.23676,8.30401,13.5408,2638.77,1881.8,756.971,5.84576,3.26205,-2.58372,0.847231,2.51756,1.67033
1,188.756,69.3851,129.071,59.6855,0.985544,-0.985549,-2.6974e-06,0.985547,323.44,203.126,120.315,2.35167,1.02567,-1.326,-2.11881,-2.60016,-0.481356,62.2582,180.609,40.0878,110.349,70.2608,23.2466,-1.33342,10.9566,12.29,1245.78,879.393,366.384,5.09941,2.7647,-2.33472,-1.8421,-0.301953,1.54015
1,228.763,114.652,171.708,57.0555,12.5606,8.4893,10.525,2.03567,270.4,193.425,76.975,0.317957,-0.494555,-0.812513,-2.4703,0.110477,2.58078,72.037,313.958,81.7232,197.84,116.117,15.9607,8.71874,12.3397,3.62097,3024.72,2811.89,212.833,4.56049,3.34605,-1.21445,3.33953,1.87488,-1.46464
1,357.845,213.83,285.837,72.0074,11.3622,4.04398,7.70307,3.65909,589.608,285.993,303.615,2.09861,-0.0190857,-2.11769,2.21203,-0.298366,-2.5104,59.8014,316.542,194.789,255.665,60.8762,35.3204,15.8615,25.591,9.72945,1399.4,258.209,1141.19,3.72312,0.0997327,-3.62339,0.583344,2.90405,2.32071
1,197.203,146.42,171.812,25.3917,8.09736,7.4447,7.77103,0.326333,564.455,474.982,89.4725,-3.60732,-1.67544,1.93188,-0.0790659,0.964216,1.04328,71.7401,254.181,25.5922,139.886,114.294,24.1828,17.1569,20.6698,3.51296,2044.17,1108.07,936.101,-5.55085,-2.75851,2.79234,-4.03352,-1.72236,2.31116
1,154.197,72.1409,113.169,41.0283,2.85654,-0.0324079,1.41206,1.44447,315.132,235.715,79.4171,-2.6423,-1.36351,1.2788,0.833485,-1.96387,-2.79736,25.8979,195.812,77.1126,136.462,59.3497,15.3595,-2.90753,6.226,9.13353,1631.93,165.843,1466.08,-4.54335,-0.643731,3.89962,2.0721,1.77827,-0.293831
1,231.007,44.2741,137.641,93.3665,10.6365,-0.720788,4.95784,5.67862,805.108,671.589,133.519,-3.16322,-2.26745,0.89577,-1.32568,-0.763124,0.562559,64.1945,507.85,68.4442,288.147,219.703,53.8696,-11.1748,21.3474,32.5222,1599.83,1207.19,392.644,3.29113,2.111,-1.18013,-3.85849,-1.71633,2.14216
1,320.247,108.588,214.418,105.829,4.29782,0.270281,2.28405,2.01377,330.995,224.983,106.011,0.256999,0.31248,0.0554808,-3.73234,-1.10291,2.62943,122.503,311.038,176.378,243.708,67.3303,43.8864,13.593,28.7397,15.1467,735.479,506.141,229.338,3.25255,1.35838,-1.89417,2.14506,1.31965,-0.825415
1,187.567,19.8774,103.722,83.845,4.32713,-2.1828,1.07217,3.25496,678.201,262.893,415.307,-0.701054,1.58176,2.28282,4.35629,1.25818,-3.0981,50.2595,255.742,17.996,136.869,118.873,32.058,-1.93447,15.0618,16.9963,997.408,873.048,124.36,2.80857,2.53976,-0.268804,-2.85618,-2.2434,0.61278
1,282.859,198.479,240.669,42.1903,4.47332,2.80701,3.64016,0.833159,335.206,242.676,92.5293,1.55005,0.128182,-1.42186,-1.04226,-1.02405,0.0182129,47.8415,272.141,186.97,229.555,42.5859,17.0953,11.4738,14.2845,2.81074,1197.11,236.146,960.969,4.04018,0.231108,-3.80907,0.835218,2.35968,1.52446
1,345.738,37.0327,191.385,154.353,6.44596,-3.7979,1.32403,5.12193,608.721,359.16,249.561,-0.182543,-1.2426,-1.06006,-2.87193,-2.46518,0.406751,30.9791,299.438,9.17665,154.307,145.131,34.4545,-4.49332,14.9806,19.4739,1551.37,554.962,996.404,4.56694,1.95281,-2.61413,-2.64893,0.0880278,2.73695
1,172.299,78.7717,125.536,46.7639,22.0496,17.6383,19.844,2.20562,241.465,187.195,54.2699,1.50448,0.946848,-0.557636,-2.55629,0.0261085,2.58239,291.163,448.894,189.661,319.277,129.617,58.3759,43.1904,50.7831,7.59276,1444.42,428.294,1016.13,-3.54203,-0.793834,2.7482,1.2521,-0.760505,-2.01261
1,132.303,20.4127,76.3577,55.9451,1.81293,1.81293,1.81293,1.90735e-06,251.643,110.983,140.66,0.653601,-0.919399,-1.573,1.44228,2.67146,1.22918,91.5662,142.492,28.116,85.3042,57.1882,25.1901,8.67204,16.931,8.25901,633.114,149.385,483.728,3.97643,1.15176,-2.82466,-1.40565,-2.36649,-0.960839
1,247.034,118.802,182.918,64.1161,3.11418,-0.588569,1.26281,1.85138,635.444,472.511,162.933,-0.0178537,-1.6024,-1.58455,1.89771,0.71953,-1.17818,70.4414,200.033,44.61,122.322,77.7116,30.6385,0.4655,15.552,15.0865,1320.65,464.932,855.714,-5.09989,-2.01003,3.08986,-4.50915,-2.1209,2.38825
1,330.725,224.597,277.661,53.064,7.51926,4.24269,5.88097,1.63828,377.688,312.216,65.4715,-1.16412,-0.493482,0.670642,1.27538,0.57224,-0.703143,190.387,394.082,173.254,283.668,110.414,31.122,11.3078,21.2149,9.90707,1380.5,984.38,396.116,-3.86595,-1.91567,1.95028,-0.129876,-2.90737,-2.7775
1,91.253,10.3239,50.7884,40.4645,3.28269,3.28269,3.28269,-1.3487e-06,189.496,87.022,102.474,-0.448791,1.13206,1.58085,0.975575,1.81145,0.835877,177.347,278.129,36.0649,157.097,121.032,30.5414,-3.73248,13.4045,17.137,1331.79,225.843,1105.94,3.80435,0.901929,-2.90242,-1.7943,-2.73086,-0.936565
1,190.602,84.4113,137.507,53.0954,1.04834,-1.04834,0,1.04834,227.699,167.845,59.8541,0.1536,0.652627,0.499027,-3.81971,-1.19254,2.62717,30.4703,182.958,5.39452,94.1765,88.782,26.0373,4.8306,15.4339,10.6033,818.407,559.48,258.927,4.19928,2.46744,-1.73184,3.60878,0.495899,-3.11289
1,223.761,154.748,189.255,34.5061,4.03618,1.02269,2.52943,1.50674,323.544,197.981,125.563,2.26754,0.30224,-1.9653,-4.88211,-2.14132,2.74079,39.859,303.319,73.3035,188.311,115.008,28.736,8.01751,18.3768,10.3593,642.761,307.103,335.658,-2.802,-1.069,1.733,1.69358,1.43005,-0.263535
1,484.55,137.903,311.227,173.323,13.9206,13.4327,13.6767,0.243952,752.443,320.548,431.896,1.32293,-0.240301,-1.56324,2.44896,0.493817,-1.95515,16.8391,263.996,6.09103,135.043,128.952,55.9202,-2.21766,26.8513,29.069,317.597,184.644,132.952,-0.927194,-0.817039,0.110156,-1.11618,1.19061,2.30679
1,219.467,167.585,193.526,25.9408,5.63979,2.50619,4.07299,1.5668,274.445,193.615,80.8307,1.82442,0.0217355,-1.80269,-2.20681,-2.82912,-0.622309,29.5518,219.994,133.8,176.897,43.0971,13.1131,13.1131,13.1131,5.3948e-06,680.08,293.186,386.894,3.97509,1.09036,-2.88473,-2.39224,0.0681792,2.46042
1,112.094,25.7955,68.9448,43.1493,3.53693,0.394555,1.96574,1.57119,527.539,387.259,140.28,0.563389,2.4109,1.84751,3.02111,1.74923,-1.27188,33.1669,115.007,51.537,83.2722,31.7352,18.9165,12.395,15.6557,3.26077,772.891,84.757,688.134,-3.79428,-0.0251198,3.76916,-2.93353,-1.66432,1.26921
1,299.304,146.051,222.678,76.6265,14.7272,3.95974,9.34346,5.38372,303.387,224.497,78.8905,0.353205,0.120722,-0.232483,4.32548,2.98816,-1.33733,54.8773,214.619,11.8289,113.224,101.395,21.856,-4.43701,8.70949,13.1465,1491.82,163.07,1328.75,-4.16956,-0.904949,3.26461,0.0486663,0.316455,0.267788
1,157.064,83.5479,120.306,36.7578,5.31541,3.26573,4.29057,1.02484,446.001,297.497,148.505,-0.518955,1.55475,2.07371,1.29587,-0.471549,-1.76742,40.5134,161.326,72.9435,117.135,44.1913,13.4108,1.71979,7.56532,5.84553,1033.07,166.317,866.752,-4.55425,-0.885552,3.6687,-0.209631,2.51349,2.72313
1,225.173,136.815,180.994,44.1787,18.5844,16.8472,17.7158,0.868634,278.602,206.489,72.1133,1.58934,0.517011,-1.07233,2.25661,-0.794378,-3.05099,97.3396,258.324,130.375,194.35,63.9747,36.4163,13.1191,24.7677,11.6486,802.966,224.84,578.126,3.43199,0.540821,-2.89117,2.80718,2.54726,-0.259912
1,180.442,103.816,142.129,38.3127,4.57492,0.937067,2.756,1.81893,191.48,149.21,42.2701,0.134694,-0.313796,-0.448491,5.21428,2.56923,-2.64506,35.1558,126.581,8.55407,67.5677,59.0136,18.4728,1.2478,9.86032,8.61252,840.245,675.767,164.478,-4.67608,-2.99325,1.68283,0.837218,-0.00547135,-0.842689
1,233.847,121.714,177.781,56.0669,7.52413,-4.94128,1.29142,6.23271,777.031,202.307,574.723,2.49866,-0.519383,-3.01804,-0.593991,-2.29425,-1.70026,173.711,348.007,130.033,239.02,108.987,26.9263,-20.1866,3.36989,23.5565,506.922,291.318,215.604,-1.94724,-0.649895,1.29734,2.97259,1.09213,-1.88045
1,581.125,419.585,500.355,80.7701,10.3122,6.10613,8.20916,2.10303,1346.92,967.042,379.881,-0.952719,1.27716,2.22988,1.32223,0.544918,-0.777313,48.6676,314.64,102.85,208.745,105.895,32.0097,4.79056,18.4001,13.6096,1274.6,1039.37,235.235,-3.72239,-2.288,1.43439,-1.01033,-2.7189,-1.70858
1,251.046,72.1024,161.574,89.472,6.21539,-3.58671,1.31434,4.90105,313.027,196.725,116.301,1.40305,0.648177,-0.754877,0.501311,0.0599439,-0.441367,158.303,355.152,121.295,238.223,116.929,41.6651,4.17179,22.9184,18.7466,3074.27,1834.38,1239.89,-5.78209,-2.73008,3.05202,-4.46365,-2.96655,1.4971
1,199.655,7.07589,103.365,96.2896,2.9507,-0.525089,1.2128,1.73789,468.087,344.908,123.179,2.60569,1.8749,-0.730796,-2.12138,-0.27997,1.8414,200.052,203.287,16.3798,109.833,93.4536,27.1691,3.55672,15.3629,11.8062,1597.81,262.168,1335.64,-4.86577,-1.51419,3.35158,-4.12831,-1.2468,2.88151
1,344.971,215.19,280.08,64.8902,15.992,11.8352,13.9136,2.07843,472.749,373.352,99.3971,1.78398,0.793955,-0.990029,2.76776,2.68519,-0.0825625,42.4519,193.706,5.30944,99.5078,94.1983,17.1698,3.30015,10.235,6.93484,900.383,242.032,658.351,4.16805,1.53578,-2.63227,-1.68231,-1.17828,0.504036
1,93.2495,27.1267,60.1881,33.0614,4.8457,-1.50433,1.67068,3.17502,124.11,62.4984,61.6116,-1.50762,-0.274862,1.23275,-2.3055,-2.1232,0.182296,18.0088,111.717,10.6922,61.2044,50.5122,13.9333,-0.360097,6.78663,7.14672,756.077,649.879,106.198,4.42503,3.05343,-1.37159,-1.41889,1.61301,3.03189
1,106.36,41.0386,73.6994,32.6608,1.09059,-1.09059,0,1.09059,239.779,115.167,124.612,3.03098,1.01648,-2.0145,-0.273081,1.22449,1.49757,99.9941,165.331,42.9135,104.122,61.2086,27.3459,2.551,14.9485,12.3975,1456.08,274.564,1181.52,-5.27579,-1.6231,3.65269,1.44131,-1.46028,-2.90159
1,128.869,40.8221,84.8456,44.0235,16.7213,12.7345,14.7279,1.9934,402.798,147.034,255.764,1.30448,-1.14068,-2.44516,3.70722,2.40329,-1.30393,139.82,170.868,107.584,139.226,31.6421,16.9335,5.58409,11.2588,5.6747,482.271,160.675,321.596,-3.55261,-0.543242,3.00937,2.51914,1.85791,-0.661231
1,264.448,65.4285,164.938,99.5099,2.57755,-0.238746,1.1694,1.40815,421.329,233.193,188.136,-0.370378,0.880962,1.25134,4.18932,1.78778,-2.40154,94.2005,207.419,12.0966,109.758,97.6611,34.3969,16.2155,25.3062,9.09068,1184.29,275.772,908.515,-4.48815,-1.56765,2.9205,1.02053,0.357669,-0.662864
1,169.838,123.196,146.517,23.3213,5.18732,2.59634,3.89183,1.29549,336.784,309.341,27.4433,0.794856,1.37887,0.584012,-2.09256,0.643806,2.73637,8.59393,186.77,15.4669,101.119,85.6517,18.6427,3.68089,11.1618,7.48092,905.988,608.644,297.343,-4.39694,-2.48094,1.91599,-1.87202,-2.54651,-0.674487
1,245.222,166.558,205.89,39.3319,28.6552,23.0528,25.854,2.8012,267.05,226.869,40.1812,0.627056,0.431875,-0.195181,3.70492,1.03524,-2.66967,32.8015,237.527,116.409,176.968,60.559,24.0736,2.1325,13.1031,10.9706,1552.69,455.773,1096.92,5.18768,1.59871,-3.58898,0.393738,-1.23622,-1.62996
1,341.851,221.914,281.882,59.9683,7.71218,1.95235,4.83227,2.87992,853.141,572.204,280.937,0.891782,-1.33403,-2.22582,2.09355,1.15061,-0.942942,207.598,398.149,188.319,293.234,104.915,36.646,7.06514,21.8556,14.7904,1339.23,746.728,592.498,-4.00251,-1.58642,2.41609,4.18458,2.22476,-1.95982
1,86.5122,35.392,60.9521,25.5601,1.7349,0.388951,1.06193,0.672975,136.131,60.9738,75.1572,-1.76164,-0.0202398,1.7414,3.72137,1.52238,-2.19899,69.8779,333.441,72.7589,203.1,130.341,45.1953,-0.658354,22.2685,22.9268,1263.74,932.745,330.992,3.78645,2.20522,-1.58123,2.66289,0.657184,-2.00571
1,182.708,78.3438,130.526,52.1821,1.73045,-1.007,0.361723,1.36872,199.416,136.732,62.6846,0.930987,0.307148,-0.623839,-3.1171,-1.59839,1.51871,61.4127,207.595,14.5433,111.069,96.5256,16.8087,1.14738,8.97803,7.83066,680.748,310.767,369.982,3.7071,1.68801,-2.01909,-3.9903,-3.03468,0.955623
1,109.286,54.0044,81.6454,27.641,1.82626,0.836725,1.33149,0.494767,175.599,131.096,44.503,-0.00345182,1.05143,1.05488,-2.15322,-2.50484,-0.35162,90.2685,151.833,55.0193,103.426,48.407,11.7509,-3.16741,4.29174,7.45915,1382.34,1223.04,159.304,5.02082,3.16158,-1.85924,-1.45329,1.3253,2.77859
1,250.35,59.8634,155.107,95.2432,6.40099,-2.1271,2.13695,4.26404,326.046,213.765,112.281,-1.43251,-0.84431,0.588204,2.58758,-0.401222,-2.9888,52.893,86.0171,35.9003,60.9587,25.0584,14.8235,0.464007,7.64377,7.17976,1202.78,306.83,895.95,-6.5685,-2.29891,4.2696,-2.79678,-1.98744,0.809335
1,101.52,51.1189,76.3194,25.2005,3.20653,2.96588,3.08621,0.120323,351.167,304.123,47.0442,3.29586,2.05947,-1.23639,-4.78548,-2.98343,1.80205,144.93,217.433,5.84465,111.639,105.794,21.7975,5.50789,13.6527,8.14483,905.752,799.151,106.601,-2.7531,-2.65637,0.0967335,-1.9951,-1.82554,0.169563
1,470.361,329.082,399.722,70.6396,4.40842,-2.77738,0.815521,3.5929,473.466,399.737,73.7292,0.282195,-0.00832037,-0.290516,1.69443,0.28291,-1.41152,89.6198,368.717,149.244,258.981,109.737,27.9459,15.8699,21.9079,6.03802,993.899,524.008,469.891,-3.46288,-1.32933,2.13356,0.239111,-2.75862,-2.99773
1,169.086,112.484,140.785,28.3012,4.69195,4.69195,4.69195,9.53674e-07,193.699,141.145,52.5531,1.29342,0.0633204,-1.2301,-0.579634,-1.38383,-0.804198,40.9539,256.317,132.242,194.279,62.0376,33.1776,20.1741,26.6758,6.50176,746.175,419.586,326.589,3.74709,1.40233,-2.34476,4.54033,1.7207,-2.81962
1,161.352,23.0673,92.2095,69.1422,10.9777,2.443,6.71034,4.26734,384.273,172.066,212.206,0.551657,-1.23501,-1.78666,-5.96087,-2.92258,3.03829,123.15,374.137,178.958,276.548,97.5895,75.5746,59.1475,67.3611,8.21358,2458.07,2152.33,305.731,-4.54862,-2.74042,1.8082,-1.81742,-0.526269,1.29116
1,288.247,204.797,246.522,41.7253,9.2093,-1.54554,3.83188,5.37742,1279.42,297.314,982.105,-3.22004,0.631235,3.85127,3.64772,1.265,-2.38273,148.622,286.114,225.621,255.868,30.2464,18.4475,9.7606,14.104,4.34345,291.888,256.654,35.2337,-0.60737,-0.0558095,0.551561,-0.669986,-1.09752,-0.427531
1,92.3983,16.0847,54.2415,38.1568,1.36294,-1.36294,-3.8147e-06,1.36294,257.72,202.749,54.9714,1.08635,1.99327,0.906923,-0.865279,-0.942226,-0.0769472,84.9603,574.581,68.3133,321.447,253.134,82.2615,-37.4781,22.3917,59.8698,2279.06,1369.92,909.143,4.07813,2.12863,-1.9495,-2.87485,-0.439872,2.43497
1,186.802,123.027,154.914,31.8872,2.69623,0.176449,1.43634,1.25989,223.089,186.117,36.9725,-1.1808,-0.624443,0.55636,2.53744,2.67902,0.141576,26.0096,256.273,70.2719,163.272,93.0003,46.1139,24.3975,35.2557,10.8582,1404.59,298.516,1106.08,-4.37052,-1.20323,3.1673,-2.826,-0.900257,1.92575
1,77.9173,3.11025,40.5138,37.4035,1.0944,-1.0944,9.53674e-07,1.0944,87.0368,46.7603,40.2765,-0.936888,-0.54841,0.388478,-1.4862,-0.923014,0.563182,284.997,200.082,24.5253,112.304,87.7785,21.74,3.62545,12.6827,9.05729,2702.72,2590.16,112.558,4.56048,3.83093,-0.729551,0.578991,2.4975,1.91851
1,132.161,78.0702,105.115,27.0452,1.65181e-06,-1.65181e-06,0,1.65181e-06,293.622,205.454,88.1678,0.560167,-1.29031,-1.85048,0.730059,0.164323,-0.565737,65.7252,209.413,90.1653,149.789,59.624,18.8006,4.56435,11.6825,7.11813,1805.34,154.55,1650.79,4.25331,0.239545,-4.01376,-3.91102,-2.73678,1.17424
1,310.746,54.4848,182.615,128.13,38.7484,-31.7101,3.51912,35.2292,529.881,368.607,161.274,1.99096,1.32751,-0.663448,4.15173,1.77563,-2.3761,29.1513,267.238,7.41747,137.328,129.91,39.0959,7.06581,23.0808,16.015,2487.68,350.16,2137.52,-5.07867,-1.58592,3.49275,-1.80027,-1.34647,0.4538
1,538.311,24.5431,281.427,256.884,1.14441e-05,-1.90735e-05,-3.8147e-06,1.52588e-05,1164.31,357.621,806.694,1.0909,-0.72019,-1.81109,2.347,0.574094,-1.7729,47.3308,261.875,167.657,214.766,47.1091,25.3569,20.077,22.717,2.63997,2075.83,1210.77,865.062,-6.01721,-2.41447,3.60274,0.508987,3.05036,2.54137
1,159.672,86.6051,123.139,36.5334,0.466081,-0.466085,-1.90735e-06,0.466083,183.435,123.846,59.5886,1.1786,0.107177,-1.07142,-0.186262,-1.48998,-1.30372,200.459,328.681,79.8541,204.267,124.413,49.9089,-3.46409,23.2224,26.6865,1124.89,872.386,252.502,3.45798,2.13059,-1.32739,-0.36142,0.808898,1.17032
1,457.611,44.1881,250.899,206.711,9.54604,-0.0332389,4.7564,4.78964,544.801,323.151,221.65,0.364329,0.741611,0.377282,2.91954,0.840465,-2.07908,86.6414,173.564,20.9962,97.2801,76.2839,18.0778,2.06368,10.0708,8.00707,2214.91,1638.48,576.426,-6.22721,-3.51618,2.71103,2.28107,1.46224,-0.818832
1,158.442,95.3935,126.918,31.5244,13.3768,9.50055,11.4387,1.93812,451.494,406.236,45.2584,0.92955,1.83078,0.901227,2.69505,2.0909,-0.604151,44.199,221.811,128.026,174.918,46.8927,20.7036,6.73868,13.7211,6.98245,1458.06,175.457,1282.6,-4.00585,-0.00426756,4.00158,-2.36307,-1.38347,0.979602
1,117.196,19.9024,68.5494,48.6469,4.83781,-2.94916,0.944328,3.89348,268.15,130.725,137.425,-2.9598,-1.2615,1.6983,0.915624,0.867234,-0.0483904,94.4335,200.51,7.04557,103.778,96.7324,28.732,-9.77534,9.47831,19.2537,2498.67,104.653,2394.01,3.99406,0.0925806,-3.90148,-3.12387,-2.07073,1.05314
1,157.356,87.796,122.576,34.7799,6.88114,5.07481,5.97798,0.903168,532.986,492.128,40.8576,-2.64963,-2.0672,0.582431,-3.5388,-0.908887,2.62991,129.221,225.601,121.578,173.589,52.0112,14.3813,-3.70299,5.33916,9.04215,1060.86,251.973,808.883,-4.35369,-0.91745,3.43624,0.951456,2.05808,1.10663
1,278.772,26.4964,152.634,126.138,13.8754,-8.45316,2.71113,11.1643,728.66,424.521,304.139,-0.155594,-1.68203,-1.52644,1.88827,2.52458,0.636306,88.0881,332.068,9.45953,170.764,161.304,56.6192,36.9991,46.8092,9.81005,2528.76,512.68,2016.08,-4.97626,-1.75911,3.21715,2.14858,-0.25028,-2.39886
